Id. RCE,NAF,Raison sociale,Enseigne,Tranche effectif (INSEE),Effectif ACOSS (ou recueilli),Adresse principale,Code postal,Commune acheminement postal
23396713,7010Z,BOULANGERIE COMTE,,1 OU 2 SALARIES,1,43 RUE DU PONT NEUF,74150,RUMILLY
19548262,7010Z,L15,L 15,3 A 5 SALARIES,3,64 RUE DES CARMES,15000,AURILLAC
24341521,7010Z,SHELBY,Le carr� gourmand,3 A 5 SALARIES,3,AVENUE DE LA LIBERATION,38570,LE CHEYLAS
30492436,7010Z,RAS 510,,SANS SALARIE,0,10 RUE JEAN MARCUIT,69009,LYON
32864838,7010Z,CARROSSERIE PHILIPPAT,,SANS SALARIE,0,243 RUE DE L INDUSTRIE,1480,JASSANS RIOTTIER
28854640,7010Z,CARROSSERIE C FARCY,,SANS SALARIE,0,70 AVENUE JACQUES DUPIN,7000,PRIVAS
26012763,7010Z,FULOSA MODE,,3 A 5 SALARIES,3,5 AVENUE FELIX FAURE,26000,VALENCE
21570782,7010Z,CABINET INFIRMIER DE LA PYRAMIDE,,SANS SALARIE,0,35 RUE DES MARTYRS DE LA RESISTANCE,69200,VENISSIEUX
11345456,7010Z,DU MONT BLANC,GARAGE CHEVALLIER,3 A 5 SALARIES,3,132 ROUTE DE BONNEVILLE,74100,VETRAZ MONTHOUX
25672298,7010Z,L'ESCAPADE,,1 OU 2 SALARIES,1,LE VILLAGE,7200,MERCUER
26630076,7010Z,ALPINE FRENCH SCHOOL,,1 OU 2 SALARIES,1,1017 ROUTE DE LA MOUSSIERE D EN HAUT,74430,ST JEAN D AULPS
29234364,7010Z,CBL CARRELAGES,,SANS SALARIE,5,105 ALLEE DE BOURGOGNE,26300,BOURG DE PEAGE
29236637,7010Z,LA MECA,,SANS SALARIE,0,RUE DES BRUYERES,69330,PUSIGNAN
31189908,7010Z,K SH,,SANS SALARIE,4,31 RUE ROGER SALENGRO,69200,VENISSIEUX
8039296,7010Z,SOINS INFIRMIERS CHATILLONNAIS VINCENT,MAISON SAINT VINCENT,10 A 19 SALARIES,10,12 PLACE DES HALLES,1400,CHATILLON SUR CHALARONNE
30219871,7010Z,REYES GROUPE,,20 A 49 SALARIES,0,8 ALLEE CHARLES BARON,26000,VALENCE
18944533,7010Z,REFRESCO FRANCE,REFRESCO FRANCE SERVICES,50 A 99 SALARIES,50,2885 ROUTE DES PANGONS,26260,MARGES
1190296,7010Z,GROUPE LIMAGRAIN HOLDING,,20 A 49 SALARIES,20,ALLEE ANTOINE SERRE,63360,GERZAT
26905860,7010Z,VIREL DISTRIBUTION,lapeyre,SANS SALARIE,0,LIEU DIT LA PORCHERE,42480,LA FOUILLOUSE
28031493,7010Z,C2N CONSEIL ET FORMATION,,SANS SALARIE,0,18 CHEMIN DE FORT JANOT,1800,ST MAURICE DE GOURDANS
20829323,7010Z,SAXE RESTAURATION,SAXE RESTAURATION,SANS SALARIE,0,28 AVENUE DU MARECHAL DE SAXE,69006,LYON
29917113,7010Z,DECO MECA,,SANS SALARIE,0,75 AVENUE DU MOLE,74460,MARNAZ
24957933,7010Z,ROSA,,6 A 9 SALARIES,6,ROUTE DES VIGNES,74160,ST JULIEN EN GENEVOIS
18813323,7010Z,CO FROID 01,,1 OU 2 SALARIES,1,5 RUE DES GARNAUDES,63450,TALLENDE
2080337,7010Z,GL EVENTS,GL EVENTS,6 A 9 SALARIES,6,59 QUAI RAMBAUD,69002,LYON
165292,7010Z,SOC EXPLOITATION DES ETS SILLAT,SOC EXPLOITATION DES ETS SILLAT,10 A 19 SALARIES,10,,38420,MURIANETTE
24755205,7010Z,CENTRE AUTO PORT,,1 OU 2 SALARIES,1,8 RUE DE L INDUSTRIE,1460,PORT
23947896,7010Z,JILA DRESSING,PLACARD ET RANGEMENT,1 OU 2 SALARIES,1,2750 ROUTE DE GENEVE,1170,CESSY
32417934,7010Z,MISS PRESSING,MISS PRESSING,SANS SALARIE,0,120 ROUTE DE LYON,3400,YZEURE
20445750,7010Z,BOOMERANG FINANCES,,SANS SALARIE,0,LIEU DIT LES GUIGNIERES,1240,DOMPIERRE SUR VEYLE
24986528,7010Z,ASARINE DIFFUSION,RAPID' FLORE VIENNE,1 OU 2 SALARIES,1,15T AVENUE MARCELLIN BERTHELOT,38200,VIENNE
29298899,7010Z,SCOF ANNEMASSE,SCOF ANNEMASSE,,0,64 ROUTE DE THONON,74100,ANNEMASSE
25825841,7010Z,CFO CONTROLE,,SANS SALARIE,0,69 ALLEE DES CAILLOTIERES,69400,GLEIZE
12634172,7010Z,GROUPE IGL,,3 A 5 SALARIES,3,PAR TERTIAIRE BOIS DIEU,69380,LISSIEU
18072960,7010Z,PARM,SOFIELCA,SANS SALARIE,0,46 RUE ALEXANDRE RICHETTA,69400,VILLEFRANCHE SUR SAONE
27428238,7010Z,DAME EN POESIE,,SANS SALARIE,0,526 RUE NATIONALE,69400,VILLEFRANCHE SUR SAONE
25290128,7010Z,SARL CHABANON-VIALLE,,3 A 5 SALARIES,3,PLACE HENRI CHAMPAGNAC,43800,VOREY
30736179,7010Z,PARCS ET JARDINS CHALEIL CHILDERIC,,SANS SALARIE,0,zone d activites de l,63120,COURPIERE
22216297,7010Z,SARL DE L ARMOISE,le Chalet de l'Armoise,SANS SALARIE,0,16 RUE DU CHAMPPELLARD,73500,VILLARODIN BOURGET
14534325,7010Z,ST GROUP,SANI THERM,3 A 5 SALARIES,3,TRAVERSE DE GRANGE EGLISE,69590,ST SYMPHORIEN SUR COISE
26792479,7010Z,BISCOTOS 73,,SANS SALARIE,0,86 RUE DU MAROCAZ,73230,ST ALBAN LEYSSE
24252929,7010Z,FANNY B,LOLLIPOPS,1 OU 2 SALARIES,1,284 ROUTE DE TOUT HUIT,73370,LE BOURGET DU LAC
27244827,7010Z,CHAFALAGA,,SANS SALARIE,0,195 RUE NATIONALE,69400,VILLEFRANCHE SUR SAONE
28852946,7010Z,ROMA REST,,SANS SALARIE,0,15 IMPASSE DU ROND POINT,69560,ST ROMAIN EN GAL
26697380,7010Z,LES EPIGONES,,1 OU 2 SALARIES,1,10 RUE BURDEAU,69001,LYON
26886248,7010Z,BORRALHEIRO ET FILS,,SANS SALARIE,0,62 ROUTE DE L AEROPORT,38590,ST ETIENNE DE ST GEOIRS
12729690,7010Z,LE GOURMET,,SANS SALARIE,0,15 IMPASSE DES ALISIERS,38280,VILLETTE D ANTHON
31320060,7010Z,L'INFINI,,SANS SALARIE,0,114 BOULEVARD DES BELGES,69006,LYON
18867085,7010Z,CAMPING LES CHENES VERTS,,SANS SALARIE,0,CHAMP REDON,7200,VOGUE
29700162,7010Z,CHEZ PAPA,,SANS SALARIE,0,2 RUE DES PETITS CHAMPS,74960,ANNECY
4481458,7010Z,GLAZIAN CHRISTIANE,DU COTE D ARTHUR,1 OU 2 SALARIES,1,83 RUE JEAN JAURES,42700,FIRMINY
32629422,7010Z,H2ML,,SANS SALARIE,0,88 RUE JEAN JAURES,42300,ROANNE
28944288,7010Z,SERAFINOWSKI,,SANS SALARIE,0,PLACE CENTRALE GLUIRAS,7190,ST SAUVEUR DE MONTAGUT
12054629,7010Z,SWD,PIZZERIA LEI,10 A 19 SALARIES,10,141 RUE LOUIS BECKER,69100,VILLEURBANNE
1231637,7010Z,MONT BLANC SPORTS,,SANS SALARIE,0,200 ROUTE DE SAINTE ANNE,74700,SALLANCHES
19297019,7010Z,CRISS COIFFURE,,3 A 5 SALARIES,3,2 RUE DE L ANCRE,1460,PORT
3980582,7010Z,NOVAPEX,,1 OU 2 SALARIES,1,21 CHEMIN DE LA SAUVEGARDE,69130,ECULLY
10067286,7010Z,GROUPE RANDSTAD FRANCE,,10 A 19 SALARIES,10,120 RUE MASSENA,69006,LYON
11277917,7010Z,MONTAGNE ET NEIGE DEVELOPPEMENT,MND,20 A 49 SALARIES,20,74 VOIE MAGELLAN,73800,STE HELENE DU LAC
24362861,7010Z,BOUCHERIE MAZZOCCO,,3 A 5 SALARIES,3,112 RUE DU GENERAL DE GAULLE,69530,BRIGNAIS
29662927,7010Z,VALENTIN BOULANGERIE PATISSERIE,,SANS SALARIE,0,33B AVENUE DU CHATER,69340,FRANCHEVILLE
25685553,7010Z,VICTORIA,CUISINES IXINA,6 A 9 SALARIES,6,617 RUE BENOIT MULSANT,69400,VILLEFRANCHE SUR SAONE
5905166,7010Z,MAUFFREY RHONE ALPES,TRANSPORTS WALTER,20 A 49 SALARIES,20,11 AVENUE DU 24 AOUT 1944,69960,CORBAS
3209048,7010Z,HASSLER CHRISTOPHE,,SANS SALARIE,0,40 COURS DE VERDUN,38200,VIENNE
30238477,7010Z,MORIN,,SANS SALARIE,0,10 PLACE DE LA LIBERATION,38450,VIF
25424848,7010Z,TAXI CHRYS,,6 A 9 SALARIES,6,133 RUE DES HIRONDELLES,1540,VONNAS
11908629,7010Z,FGC VALFREJUS,DARJEELING CLUB,1 OU 2 SALARIES,1,590 RUE DES BETTETS,73500,MODANE
23275026,7010Z,MYLINH,LITTLE BOUDDHA,6 A 9 SALARIES,6,345 BOULEVARD DU PRESIDENT WILSON,73100,AIX LES BAINS
19792203,7010Z,JULES BEYNOST,,SANS SALARIE,0,7 RUE OCTAVIO MEY,69005,LYON
1284331,7010Z,CLUB DES SPORTS DE GLACE,,SANS SALARIE,0,67 RUE SAINT FRANCOIS DE SALES,73000,CHAMBERY
22184342,7010Z,FIBREA,FIBREA,3 A 5 SALARIES,3,6 RUE PORTE MARTEL,73870,ST JULIEN MONT DENIS
27083278,7010Z,IDWATT,ID WATT,SANS SALARIE,0,6 RUE PORTE MARTEL,73870,ST JULIEN MONT DENIS
12763371,7010Z,YB VIANDES MORZINE,CARREFOUR MARKET,SANS SALARIE,0,LA PLAGNE  CHALET LES TILLEULS,74110,MORZINE
29190931,7010Z,FINANCIERE DES REGIONS,Financi�res des r�gions,SANS SALARIE,0,505 ROUTE DES PIERRES,74540,VIUZ LA CHIESAZ
19315881,7010Z,CAFE DE LA PLACE DAGNEUX SARL,,1 OU 2 SALARIES,1,1066 RUE DE GENEVE,1120,DAGNEUX
30456446,7010Z,VIANDISE HOLDING,,SANS SALARIE,0,55 ALLEE DE LA HALLE,42350,LA TALAUDIERE
30345415,7010Z,SUMACAS ESBLY,,SANS SALARIE,0,1 COURS ANTOINE GUICHARD,42000,ST ETIENNE
5512022,7010Z,JAUNE-ROUGE,LA HUTTE INTERSPORT-BMX-CAMPING,SANS SALARIE,0,21 RUE MARCEL SEMBAT,42100,ST ETIENNE
19070747,7010Z,SUBWAY ISSOIRE,SUBWAY ISSOIRE,3 A 5 SALARIES,3,15 BOULEVARD ALBERT BUISSON,63500,ISSOIRE
27678915,7010Z,MAINTIEN ADOM RHONE,,SANS SALARIE,0,22 RUE DE L ANCIENNE DISTILL,69400,GLEIZE
26352054,7010Z,PSDD VACCARO CORINNE,PSDD,6 A 9 SALARIES,6,24 PLACE DE LA ROUBINE,7220,VIVIERS
26928381,7010Z,COIFF'LINE,,1 OU 2 SALARIES,1,16 PLACE CAROUGE,73330,LE PONT DE BEAUVOISIN
25647802,7010Z,CREA'COIFFURE,,1 OU 2 SALARIES,1,8 PLACE DE L EGLISE,69570,DARDILLY
19546316,7010Z,SCAP HOTEL,,SANS SALARIE,0,38 AVENUE DES FRERES MONTGOLFIER,69680,CHASSIEU
2801601,7010Z,RHONE CHIMIE SERVICES,RCS,50 A 99 SALARIES,50,ZONE ARTISANALE DE CHAMPAGNE,7300,TOURNON SUR RHONE
27745038,7010Z,BEYNOST AUTO,,3 A 5 SALARIES,0,CHEMIN DES MALETTES,1700,BEYNOST
29006201,7010Z,ETHONY,,SANS SALARIE,0,1431 RUE LOUISE MICHEL,42153,RIORGES
21288020,7010Z,LILY INVEST,,1 OU 2 SALARIES,1,11 ROUTE D ANNEMASSE,74160,COLLONGES SOUS SALEVE
22477539,7010Z,LA TABLE DE LIMOGES,,SANS SALARIE,0,12 RUE DE L AUVERGNE,42440,NOIRETABLE
1625220,7010Z,CER SNCF MOBILITES RHONE ALPES,CER SNCF LYON,20 A 49 SALARIES,20,13 RUE DU BELIER,69002,LYON CEDEX 02
19032759,7010Z,DELTA P INDUSTRIES,,1 OU 2 SALARIES,1,14 RUE THOMAS,69320,FEYZIN
26665347,7010Z,SOCIETE NOUVELLE DEXA DECMOS,,20 A 49 SALARIES,20,13 RUE DES SOURCES,74950,SCIONZIER
30187013,7010Z,LE PETIT GUILLOU,LE PETIT FRERE,SANS SALARIE,3,76 RUE MASSENA,69006,LYON
3931471,7010Z,FINANCIERE DE LA MURETTE SS2E,,10 A 19 SALARIES,10,32 RUE DORIAN,42190,CHARLIEU
26541240,7010Z,CORAIL,NATURE D'EAUX,10 A 19 SALARIES,10,CHEMIN DES COMMUNAUX,26300,CHATEAUNEUF SUR ISERE
1171531,7010Z,CRISCA,SLR ENVIRONNEMENT PORT HERRIOT,6 A 9 SALARIES,6,15 RUE DE FOS SUR MER,69007,LYON
12785671,7010Z,BARNIC,,SANS SALARIE,0,CHEMIN DES AGRICULTEURS,26700,PIERRELATTE
24276629,7010Z,ORIVIEW,,1 OU 2 SALARIES,1,200 RUE LEON BLUM,69100,VILLEURBANNE
12647268,7010Z,ADOMI SERVICES A LA PERSONNE,adomi plus,SANS SALARIE,0,11 ALLEE DES GRIVES,69340,FRANCHEVILLE
31423372,7010Z,CRECHE BOEBE,,SANS SALARIE,0,129 ALLEE PROMENADE DES BORDS DU LAC,73100,AIX LES BAINS
27789250,7010Z,DISTRIBUTION SAVOIE SERVICES   D2S,,SANS SALARIE,0,RUE PRE GAUT,73420,VOGLANS
32070405,7010Z,DOMAVIE MIEUX VIVRE A DOMICILE,,SANS SALARIE,0,15 RUE DE LA REPUBLIQUE,42350,LA TALAUDIERE
28773932,7010Z,YYYOURS FORMATIONS,,SANS SALARIE,0,6 ALLEE DES PERVENCHES,26760,BEAUMONT LES VALENCE
20995405,7010Z,ACRO CONCEPT,ACRO'CONCEPT,1 OU 2 SALARIES,1,LA CONCHE,26410,CHATILLON EN DIOIS
8091864,7010Z,ASS EDUCATIVE CULTURELLE DON BOSCO,AEC,10 A 19 SALARIES,0,4 RUE DU LACHAT,74230,THONES
29562144,7010Z,AKM,,SANS SALARIE,0,7 IMPASSE DE LA BOUTAS,38090,VILLEFONTAINE
24931215,7010Z,GROUPE ALISE,GROUPE ALISE,1 OU 2 SALARIES,1,290 RUE LOUISE LABE,69970,CHAPONNAY
22365357,7010Z,CLAUSTRE INVESTISSEMENTS,,3 A 5 SALARIES,3,ZONE ARTISANALE LES BARTHES,63600,ST FERREOL DES COTES
19352586,7010Z,AMBULANCES DES SUCS,AMBULANCES DES SUCS,6 A 9 SALARIES,0,LIEU DIT LA GUIDE,43200,YSSINGEAUX
31710496,7010Z,ANDRE DISTRIBUTION,,SANS SALARIE,0,33 IMPASSE DES MOULINIERS,42000,ST ETIENNE
26665544,7010Z,EPICURE BACCHUS ET COMPAGNIE,Auberge du Val d'Ainan,1 OU 2 SALARIES,1,PLACE ANDRE BONIN,38620,ST GEOIRE EN VALDAINE
26639126,7010Z,AUBERGE MASYL,LE RECOIN,3 A 5 SALARIES,3,10 RUE DE LA CEMBRAIE,38410,CHAMROUSSE
24639650,7010Z,AUTO ECOLE REGIS,,3 A 5 SALARIES,3,211 RUE PAUL BERT,69003,LYON
29764817,7010Z,AVENIR SECURITE,,SANS SALARIE,0,1 RUE ALFRED DE MUSSET,38100,GRENOBLE
23582170,7010Z,VILAIX,BE SPORT BE FREE,3 A 5 SALARIES,3,180 ROUTE DE VOURLES,69230,ST GENIS LAVAL
29537142,7010Z,2KC,,SANS SALARIE,0,59 BOULEVARD LEON JOUHAUX,63100,CLERMONT FERRAND
18950308,7010Z,AZERGUES HOTEL   COTE HOTEL,COTE HOTEL,3 A 5 SALARIES,3,LD LES PONTS TARRETS,69620,LEGNY
19271246,7010Z,LEADERSHIP EXPANSION,LEADERSHIP EXPANSION - EFPNL - ENNEAGR,SANS SALARIE,0,155 COURS BERRIAT,38000,GRENOBLE
25693242,7010Z,ENDUIT PRO,,3 A 5 SALARIES,3,35 RUE DU PRE LA REINE,63100,CLERMONT FERRAND
23514184,7010Z,ESPACE-CAMERA,,SANS SALARIE,0,291 LAFAYETTE,69006,LYON
30504305,7010Z,ESPACE TUI NA,ESPACE TUI NA,,0,4 IMPASSE MACHET,69150,DECINES CHARPIEU
31833694,7010Z,FISHING FRENCH PRODUCT,,SANS SALARIE,0,14 RUE ELSA TRIOLET,69330,MEYZIEU
28092314,7010Z,DAVALEX,,10 A 19 SALARIES,0,1450 AVENUE SADI CARNOT,7500,GUILHERAND GRANGES
28598122,7010Z,FX MOTORS,,1 OU 2 SALARIES,0,35 RUE D ALBALAT DE LA RIBER,63200,MOZAC
29450994,7010Z,SARL DVL,GAI SOLEIL,SANS SALARIE,0,288 CHEMIN DES LOYERS,74170,LES CONTAMINES MONTJOIE
26923627,7010Z,GARAGE DES FOURS,,SANS SALARIE,0,7 RUE DES ROSELIERES,1350,BEON
22254170,7010Z,GARRAT TRAITEUR,,10 A 19 SALARIES,10,14 RUE JEAN NEYRET,42000,ST ETIENNE
20266102,7010Z,H2O ENVIRONNEMENT,,6 A 9 SALARIES,6,21 LE VILLAGE,1800,ST ELOI
23448984,7010Z,SARL HOTEL L'ATELIER,,SANS SALARIE,0,5 RUE DE L HORLOGE,63720,ENNEZAT
19077500,7010Z,JFG IMMOBILIER MONTLUCON,,1 OU 2 SALARIES,1,5 BOULEVARD DE COURTAIS,3100,MONTLUCON
28643284,7010Z,LA CABANE DU GONCON,,1 OU 2 SALARIES,0,LES FARLAIX,38112,AUTRANS MEAUDRE EN VERCORS
31454751,7010Z,LA CLE DES CHAMPS,,SANS SALARIE,0,ROUTE DE CHADEYRON,7110,MONTREAL
29423805,7010Z,LA FABRIQUE,,SANS SALARIE,0,33 RUE DE LA REPUBLIQUE,69680,CHASSIEU
29234458,7010Z,L'AIN ET L'AUTRE,,SANS SALARIE,0,352 RUE DU VILLAGE,1300,CONZIEU
2426839,7010Z,RDM,LA ROCHE DE MIO,3 A 5 SALARIES,0,120 AVENUE MARIE DE SOLMS,73100,AIX LES BAINS
28162564,7010Z,LA RONDE DES ENFANTS,,10 A 19 SALARIES,0,5T AVENUE DES 3 FONTAINES,74600,ANNECY
19278232,7010Z,BQJL BOBAR,BQJL BOBAR,3 A 5 SALARIES,3,3 PLACE DE LA HALLE,43000,LE PUY EN VELAY
26565272,7010Z,FDJC,LE CARROLEY,SANS SALARIE,0,ORBASSY,73700,BOURG ST MAURICE
20758171,7010Z,LES BOUTIQUES DE YAK,,SANS SALARIE,0,2 AVENUE DE L HERMITAGE,43000,ESPALY ST MARCEL
25595410,7010Z,LES LODGES DE BABYLONE,,3 A 5 SALARIES,3,180 CHEMIN DE LA PASTOURELLE,74500,LARRINGES
30221402,7010Z,C L S,,SANS SALARIE,0,70 COURS SUCHET,69002,LYON
27490190,7010Z,HERVALE,L'Harmonie,SANS SALARIE,0,52 RUE DE LA REPUBLIQUE,7400,LE TEIL
27522344,7010Z,SONAVE,,SANS SALARIE,0,31 RUE PIERRE SEMARD,26100,ROMANS SUR ISERE
26558775,7010Z,NS DELICES,MAISON JARLAUD,3 A 5 SALARIES,3,67 RUE MADIER DE MONTJAU,26000,VALENCE
21481096,7010Z,EN MATIERE D'IMMO,EN MATIERE D'IMMO,SANS SALARIE,0,MAS DE L AUBERGE,38840,ST HILAIRE DU ROSIER
21233974,7010Z,MES COPAINS ET MOI,"MES COPAINS ET MOI ""TETE D'OR""",SANS SALARIE,0,104 RUE CRILLON,69006,LYON
30189821,7010Z,ACETARIA,,SANS SALARIE,4,13 COURS FRANKLIN ROOSEVELT,69006,LYON
26035668,7010Z,MICRO CRECHES NOS ETOILES FILANTES,Micro cr�che priv�e nos �toiles filantes,SANS SALARIE,0,4 RUE HECTOR BERLIOZ,74160,ST JULIEN EN GENEVOIS
27678913,7010Z,CLAUDE MICHEL,,SANS SALARIE,0,145 GRANDE RUE,1560,ST TRIVIER DE COURTES
26638588,7010Z,PACQUETEAU,LA COMBE,SANS SALARIE,0,LA COMBE,38300,MEYRIE
28187110,7010Z,PROGRAMINI,,SANS SALARIE,0,27 RUE HENRI ROLLAND,69100,VILLEURBANNE
29578197,7010Z,MARC OLIVEIRA DA ROCHA JEAN,,SANS SALARIE,0,60 BOULEVARD JOSEPH VALLIER,38000,GRENOBLE
27472081,7010Z,RHONE LOIRE SECURITE,,SANS SALARIE,4,18 CHEMIN DU GOURD MARIN,42800,RIVE DE GIER
21174421,7010Z,SYNUTRA FRANCE INTERNATIONAL,,3 A 5 SALARIES,3,1 RUE JEAN JAURES,74000,ANNECY
4386722,7010Z,SKI PLANET,,,0,RUE EMILE MACHET,73350,BOZEL
28470956,7010Z,SAS SM TRANSPORTS,,SANS SALARIE,0,15 RUE DE LA POUDRERIE,69320,FEYZIN
1184777,7010Z,SOCIETE D ETUDES DE REALISATIONS DE VE,,6 A 9 SALARIES,6,46 RUE ALEXANDRE RICHETTA,69400,VILLEFRANCHE SUR SAONE
4127690,7010Z,C3F,,SANS SALARIE,0,12 QUAI SAINT ANTOINE,69002,LYON
25633119,7010Z,LES ORS,,SANS SALARIE,3,2B RUE DES ORS,26100,ROMANS SUR ISERE
32105830,7010Z,TOKE,,SANS SALARIE,0,33 QUAI FULCHIRON,69005,LYON
4126911,7010Z,TRAVERSIER,,20 A 49 SALARIES,20,LA MALADIERE,7130,ST PERAY
10878185,7010Z,SARL LES TUILLERES,CAMPING LES TUILLERES,1 OU 2 SALARIES,1,RTE DE DIE,26340,VERCHENY
21410467,7010Z,VERSANT BOIS CHARPENTE,,SANS SALARIE,0,604 ROUTE DE SERRASSON,74270,MUSIEGES
12563659,7010Z,ALEX CREATIONS,ALEX CREATIONS,1 OU 2 SALARIES,1,560 RUE DU 8 MAI 1945,69290,CRAPONNE
31713906,7010Z,YAOZ FRANCE,,SANS SALARIE,0,9 RUE ETIENNE DE LA BOETIE,38320,EYBENS
8039629,7010Z,YETI BAR,YETI BAR,SANS SALARIE,0,4170 ROUTE DU COL DE MERDASSIER,74230,MANIGOD
20756465,7010Z,NEWCO S.A.S.,,1 OU 2 SALARIES,1,LOTISSEMENT LES GRANGES NEUVES,38790,DIEMOZ
25603345,7010Z,MAURO BETON PRET A L EMPLOI,,3 A 5 SALARIES,3,125 RUE PERE EUGENE,73290,LA MOTTE SERVOLEX
25656721,7010Z,CHOUQUETTE,,3 A 5 SALARIES,3,61 AVENUE EDOUARD MILLAUD,69290,CRAPONNE
26019769,7010Z,BSF FIRMINY,CELIO JENNYFER,10 A 19 SALARIES,10,IMPASSE DES ARTISANS,42700,FIRMINY
31590180,7010Z,BLEU CITRON,,SANS SALARIE,0,44 RUE DU 24 MARS 1852,69009,LYON
11135319,7010Z,OPTIMED LYON,EUROFINS OPTIMED,SANS SALARIE,0,1 RUE DES ESSARTS,38610,GIERES
2124976,7010Z,TECHPAP,,3 A 5 SALARIES,3,341 RUE DE LA PAPETERIE,38610,GIERES
27112563,7010Z,PIRUDEL,,SANS SALARIE,0,1B AVENUE PIERRE BEREGOVOY,38210,TULLINS
29328343,7010Z,C V 5,,SANS SALARIE,0,25 RUE HENRI DECHAUD,42100,ST ETIENNE
5276202,7010Z,MA FEE,LA FEE MARABOUTEE,SANS SALARIE,0,3 CHEMIN DE LA CHAPELLE,42300,MABLY
21225030,7010Z,CREACHOC,LA BAGUETTE DE CYRANO,3 A 5 SALARIES,3,2 AVENUE JEAN MOULIN,26500,BOURG LES VALENCE
26551446,7010Z,CREPES 38,CREPES 38,3 A 5 SALARIES,3,GRAND PLACE,38100,GRENOBLE
5638908,7010Z,TRIGANO,,20 A 49 SALARIES,20,ROUTE DE LAMASTRE,7300,TOURNON SUR RHONE
9556721,7010Z,ISABELLE ET JOEL CROZET,,3 A 5 SALARIES,3,CHEMIN DES MOLIERS,73100,TREVIGNIN
32534350,7010Z,OUTDOOR ET CIE,,SANS SALARIE,0,IMMEUBLE LE BAIKONOUR,73300,VILLAREMBERT
26562576,7010Z,BISTRO DES MARRONNIERS,,10 A 19 SALARIES,10,5 RUE DES MARRONNIERS,69002,LYON
22469521,7010Z,LE KASHMIR,,20 A 49 SALARIES,20,VAL THORENS,73440,ST MARTIN DE BELLEVILLE
29698572,7010Z,LA FORET NOIRE,,SANS SALARIE,0,38 ROUTE DE BRIGNAIS,69630,CHAPONOST
8708881,7010Z,DIFFUSION ROSSILLON ET P,SARL DIFFUSION ROSSILLON ET P,1 OU 2 SALARIES,1,1128B ROUTE DE LENS LESTANG,38270,MARCOLLIN
29993631,7010Z,NOWO,,SANS SALARIE,0,6 RUE DU DOCTEUR GUINARD,42680,ST MARCELLIN EN FOREZ
27059995,7010Z,GIRAFONS ET CIE,girafons et cie,SANS SALARIE,0,61 RUE DU STADE,38370,ST CLAIR DU RHONE
27749015,7010Z,ZI MANUFACTURE,,SANS SALARIE,0,94 RUE DU LAURIER,73000,CHAMBERY
28395541,7010Z,SITANDGO,,SANS SALARIE,0,5 AVENUE DE LA GARE,26300,ALIXAN
26190433,7010Z,ORCH CHASSE,,6 A 9 SALARIES,6,833 AVENUE FREDERIC MISTRAL,38670,CHASSE SUR RHONE
29327269,7010Z,NAOS FRANCE,,SANS SALARIE,0,75 COURS ALBERT THOMAS,69003,LYON
11341227,7010Z,JOLS GESTION,,SANS SALARIE,0,260 ALLEE DES CYPRES,69760,LIMONEST
3635449,7010Z,CARPEL SAs,GROUPE PORALU,10 A 19 SALARIES,10,RUE DES BOULEAUX,1460,PORT
12578585,7010Z,DA CUNHA CONSTRUCTIONS,,1 OU 2 SALARIES,1,13 IMPASSE DE LA POMMERAIE,38760,VARCES ALLIERES ET RISSET
19092285,7010Z,DESTOCKAGE ALIMENTAIRE DAUPHINEE,DESTOCKAGE ALIMENTAIRE DAUPHINEE,3 A 5 SALARIES,3,AVENUE DES ALLOBROGES,26100,ROMANS SUR ISERE
25389424,7010Z,KIT A FAIRE,,SANS SALARIE,0,ROUTE DU SABLON,38480,PRESSINS
20873015,7010Z,IBC AVIATION,,SANS SALARIE,0,28 DU MARCHE,99999,SUISSE
27168541,7010Z,IBS CLEAN,CENTRE COMMERCIAL DES TARENTELLES,SANS SALARIE,0,1 AVENUE DES EGLANTINES,69680,CHASSIEU
32664937,7010Z,DAMIEN TOLLU,,SANS SALARIE,0,73 RUE JOSEPH MARTIN,73200,GRIGNON
29398387,7010Z,SINOFLO,,SANS SALARIE,0,1 VIA AQUAE,73100,MOUXY
32040185,7010Z,SALENTO,,SANS SALARIE,0,13 PLACE DE L AMBIANCE,74300,ARACHES LA FRASSE
30954819,7010Z,DLPB,,SANS SALARIE,2,13 BOULEVARD GUSTAVE FLAUBERT,63000,CLERMONT FERRAND
24959761,7010Z,ST PAUL S PIZZA,BAILA PIZZA,SANS SALARIE,0,49 AVENUE DES ALLOBROGES,26100,ROMANS SUR ISERE
31050669,7010Z,LES 4 EPICES,,SANS SALARIE,0,280 GRANDE RUE,26780,MALATAVERNE
28861324,7010Z,2ER TECH,,SANS SALARIE,0,2B RUE DE LA SEMENE,42660,ST GENEST MALIFAUX
31438780,7010Z,CARPE DIEM SENIORS,,SANS SALARIE,0,96 RUE DE LA PART DIEU,69003,LYON
25647917,7010Z,MSM,Un moment gourmand,1 OU 2 SALARIES,1,16 PROMENADE DU DECUMANUS,38080,L ISLE D ABEAU
10126938,7010Z,SOFIAC,ACHARD,1 OU 2 SALARIES,1,260 RUE THIMONNIER,69730,GENAY
26632096,7010Z,DIAGRAM INFORMATIQUE,,10 A 19 SALARIES,10,40 RUE DES ACIERIES,42000,ST ETIENNE
31121109,7010Z,SANTA TRANSPORT,,SANS SALARIE,0,155 COURS BERRIAT,38000,GRENOBLE
