Id. RCE,NAF,Raison sociale,Enseigne,Tranche effectif (INSEE),Effectif ACOSS (ou recueilli),Adresse principale,Code postal,Commune acheminement postal
27775741,7010Z,SARL BELLEMAIN,,1 OU 2 SALARIES,0,504 AVENUE DE LA GARE,38530,PONTCHARRA
19240285,7010Z,MARKET H.D.,,6 A 9 SALARIES,6,16 RUE DU COMMERCE,69700,GIVORS
26248760,7010Z,CIDE SERVICES,,20 A 49 SALARIES,20,2 AVENUE BLAISE PASCAL,38090,VAULX MILIEU
20350244,7010Z,PACOTT,,10 A 19 SALARIES,10,2018 AVENUE DE GENEVE,74700,SALLANCHES
29105011,7010Z,GALLAND,,SANS SALARIE,0,11 RUE DE LA NEUVE,73110,LA ROCHETTE
15881562,7010Z,MALEHANE,PIZZERIA L'ETAPE,SANS SALARIE,0,RES AIRELLES,38114,OZ
12397343,7010Z,AUTO ECOLE DU CENTRE,AUTO ECOLE DU CENTRE,SANS SALARIE,0,24 RUE DE MARSEILLE,69007,LYON
25620863,7010Z,ASP VINS,Harmonie des vins,3 A 5 SALARIES,3,9 RUE NEUVE,69001,LYON
22470009,7010Z,HEAT & BURGER,,SANS SALARIE,0,51 RUE DE L INDUSTRIE,3300,CUSSET
26766400,7010Z,LH MED SERVICES,10 12,SANS SALARIE,0,10 BOULEVARD PAUL POCHET LAGAYE,63000,CLERMONT FERRAND
23131083,7010Z,H&G,,SANS SALARIE,0,13 COURS D HERBOUVILLE,69004,LYON
26800001,7010Z,FRANCE RESORT HOTEL,DOMAINE DES FONTAINES,10 A 19 SALARIES,10,134 CHEMIN DES FONTAINES,38190,BERNIN
30209537,7010Z,VENET AUTOMOBILES,,SANS SALARIE,0,835 ROUTE DES FRENES,69400,ARNAS
1296866,7010Z,SAVOIE SI2DE,IVECO - Garage DECARRE,20 A 49 SALARIES,20,236 PASSAGE DES BAINS,74000,ANNECY
13098833,7010Z,I S MANAGEMENT INNOV SCE MANAGEMENT,,1 OU 2 SALARIES,1,42 ROUTE DE SERPAIZE,38200,LUZINAY
24283109,7010Z,CEMAMODE,,SANS SALARIE,0,205 CHEMIN DES POESY,74330,POISY
32314638,7010Z,HGE,,SANS SALARIE,0,868 CHEMIN DE LA TOURETTE,69290,CRAPONNE
31978681,7010Z,LE TEMPLE DES SAVEURS IVOIRIENNES,,SANS SALARIE,0,2 PLACE DU CHAMPGIL,63000,CLERMONT FERRAND
25443019,7010Z,HM AUTO CONTROLE,15 17,SANS SALARIE,0,15 RUE JEAN BOURGEY,69100,VILLEURBANNE
10471919,7010Z,H M L,,10 A 19 SALARIES,10,RUE LEO LAGRANGE,43300,LANGEAC
28341105,7010Z,HOME SAVOIE SERVICES,,SANS SALARIE,0,207 ROUTE DE LA PIERRE,74570,FILLIERE
29466771,7010Z,LE TEMPS D UNE PAUSE,,SANS SALARIE,0,8 RUE DU CASINO,73100,AIX LES BAINS
28815940,7010Z,LE FRANCAIS,,SANS SALARIE,0,44 BOULEVARD DE LA MANLIERE,63500,ISSOIRE
12745079,7010Z,LA PIBOURE,,3 A 5 SALARIES,3,LE VILLAGE,26620,LUS LA CROIX HAUTE
32785226,7010Z,SEBDENI,HOTEL LE REGIS,SANS SALARIE,0,10 AVENUE GEORGES CLEMENCEAU,63240,LE MONT DORE
19220526,7010Z,HOTEL RESTAURANT DU MONASTERE TERMINUS,,SANS SALARIE,0,PLACE DE LA GARE,43160,LA CHAISE DIEU
25793511,7010Z,NORH,,1 OU 2 SALARIES,1,22 AVENUE DES FRERES MONTGOLFIER,69680,CHASSIEU
24909502,7010Z,ENTREPRISE COMMERCIALE PRADINES,ECP,SANS SALARIE,0,9B RUE DES JARDINS,15170,NEUSSARGUES EN PINATELLE
23961405,7010Z,TEPPAZ BERTON GRANIE,,SANS SALARIE,0,20 RUE DE LA CONCORDE,73500,FOURNEAUX
30221294,7010Z,MADDA,,SANS SALARIE,0,58 RUE PONTCOTTIER,38300,BOURGOIN JALLIEU
28438613,7010Z,CLIC AND FIT,,SANS SALARIE,0,2 RUE PIERRE BLANC,69001,LYON
30703959,7010Z,DOOGGY DOG PIZZ',,SANS SALARIE,0,125 ROUTE DE LA VERCHERE,38620,MONTFERRAT
3815274,7010Z,BISANCON IVAN CHARPENTE,,6 A 9 SALARIES,6,1960 ROUTE DE SAINT ROCH,38380,MIRIBEL LES ECHELLES
6810482,7010Z,CEGID GROUP,CEGID (WWW.CEGID.COM -RUBRIQUE CARRIERES,1 OU 2 SALARIES,1,52 QUAI PAUL SEDALLIAN,69009,LYON
26038180,7010Z,PERSPECTIVE PATRIMOINE,,3 A 5 SALARIES,3,82 BOULEVARD DE LA CROIX ROUSSE,69001,LYON
2943949,7010Z,INDUSTRIE BETON DU FOREZ IBF,,1 OU 2 SALARIES,1,11 BOULEVARD JEAN JAURES,42160,ANDREZIEUX BOUTHEON
30349185,7010Z,SUMACAS VAUJOURS,,SANS SALARIE,0,1 COURS ANTOINE GUICHARD,42000,ST ETIENNE
29072016,7010Z,IDEO MODE,,SANS SALARIE,0,68 ROUTE DE L HERMITAGE,3410,PREMILHAT
27292095,7010Z,IFMB,,SANS SALARIE,0,30 ROUTE DE COUBON,43700,BRIVES CHARENSAC
11120129,7010Z,IMAN TEMPORING,IMAN TEMPORING,3 A 5 SALARIES,3,217 CRS  lafayette,69006,LYON CEDEX 06
24085692,7010Z,IL VILLAGGIO,IL VILLAGGIO,1 OU 2 SALARIES,1,33 RUE DU SILLON,69360,COMMUNAY
12901926,7010Z,ENSUIM,,SANS SALARIE,0,CHEMIN DES AGRICULTEURS,26700,PIERRELATTE
29408914,7010Z,INFINITY AMBULANCES,,SANS SALARIE,0,42 RUE DE LA MOUCHE,69540,IRIGNY
25793605,7010Z,SAS NEMA,AU GRAND LARGE,10 A 19 SALARIES,10,60 RUE FRANCISCO FERRER,69150,DECINES CHARPIEU
12318137,7010Z,BERTHET SKIS,,6 A 9 SALARIES,6,168 ROUTE DU FRONT DE NEIGE,74260,LES GETS
31872866,7010Z,LE W,,SANS SALARIE,0,RESIDENCE LA CHAPELLE,73640,STE FOY TARENTAISE
26079223,7010Z,LA CROISEE DES SAISONS,,1 OU 2 SALARIES,1,20 RUE DE LA PARRACHEE,73500,VAL CENIS
30015402,7010Z,LA FAVELA,,SANS SALARIE,0,308 RUE DES FONTAINES,74130,VOUGY
8245109,7010Z,SARL HUBERT,LE GALLO ROMAIN,SANS SALARIE,0,,26300,BARBIERES
22578691,7010Z,LISA AIRCRAFT,,3 A 5 SALARIES,3,18 RUE LAC SAINT ANDRE,73370,LE BOURGET DU LAC
29629933,7010Z,AUX P TITS BECAFLEUS,,SANS SALARIE,0,2772 ROUTE DE LA CRY CUCHET,74920,COMBLOUX
1391604,7010Z,CLARIDGE CHABRIER ASSOCIES,CLARIDGE CHABRIER ASSOCIES,NON DEFINIE,0,1 LES HAUTS DE TAULHAC,43000,LE PUY EN VELAY
11297346,7010Z,FLORENCE TOURRETTE,GRANDE PHARMACIE DE VALS,3 A 5 SALARIES,3,73 RUE JEAN JAURES,7600,VALS LES BAINS
31272846,7010Z,ITALIS PHOTOGRAPHIE,ITALIS PHOTOGRAPHIE,,0,18 chem de hauteluce,74370,ANNECY
3590391,7010Z,JACKLAURDAN LAURY'S FRANCE,LE REDE LODGE,1 OU 2 SALARIES,1,23 ROUTE DES UDREZANTS,74110,MORZINE
27167660,7010Z,JB,,SANS SALARIE,0,ROUTE DU CERNIX,73590,CREST VOLAND
11241812,7010Z,M M R IMMO,ST MARCELLIN IMMOBILIER IMMOFOREZ,3 A 5 SALARIES,3,7 RUE DE LA LIBERATION,42680,ST MARCELLIN EN FOREZ
10549916,7010Z,FK GOJON,,3 A 5 SALARIES,3,41 ROUTE DU PONT,69330,JONS
19068390,7010Z,VITAFORM',,SANS SALARIE,0,127 RUE JOSEPH BERLIOZ,1140,ST DIDIER SUR CHALARONNE
21814894,7010Z,EURO TOITURE,EURO TOITURE,20 A 49 SALARIES,20,150 ROUTE DEPARTEMENTALE 925,73460,STE HELENE SUR ISERE
5764897,7010Z,J.A.P. HOLDING,,3 A 5 SALARIES,3,496 ROUTE DE RIVE DE GIER,69560,ST ROMAIN EN GAL
30722188,7010Z,ING PLUS,,SANS SALARIE,0,41 AVENUE DES PUPILLES DE LA NATION,15000,AURILLAC
4844448,7010Z,PENELOPE-ULYSSE,,10 A 19 SALARIES,10,8 RUE ERNEST MONTUSES,3100,MONTLUCON
30186074,7010Z,INVEST CORPORATION,,SANS SALARIE,3,57 PLACE SAINT LEGER,73000,CHAMBERY
25216950,7010Z,AU MOULIN DE JEAN,,6 A 9 SALARIES,6,35 ROUTE DE GENEVE,69140,RILLIEUX LA PAPE
26565521,7010Z,IF3C,DOMAINE SERVI,1 OU 2 SALARIES,1,LIEU DIT LE MOULIN BLANC,42630,ST VICTOR SUR RHINS
12189923,7010Z,PHARMACIE DE LA GARE,,1 OU 2 SALARIES,1,25 AVENUE PIERRE SEMARD,26000,VALENCE
30736482,7010Z,EURL L ORANGER,,SANS SALARIE,0,4 ROUTE DE L HORLOGE,74500,EVIAN LES BAINS
20086946,7010Z,LODGES & MOUNTAIN HOTELS,CHALET BASIA,6 A 9 SALARIES,6,CHEMIN DES FAVERGES,73350,BOZEL
31398672,7010Z,LA BEAUTE 2 0,,SANS SALARIE,0,96 AVENUE DE L HERMITAGE,43000,ESPALY ST MARCEL
16580523,7010Z,ROUSSET T.P.,,SANS SALARIE,0,LIEU DIT TAVAS,43400,LE CHAMBON SUR LIGNON
26761071,7010Z,SELARL DOCTEURS VETERINAIRES EDET,,SANS SALARIE,0,14 AVENUE PASTEUR,69370,ST DIDIER AU MONT D OR
26564646,7010Z,BLANCHISSERIE TAVERNIER,,10 A 19 SALARIES,10,8 RUE DES ARCOUASSES,74200,THONON LES BAINS
5550943,7010Z,L IGLOO,,SANS SALARIE,0,433 ROUTE DE FLAINE,74300,ARACHES LA FRASSE
5136817,7010Z,MARTINEZ JOEL,JOEL MARTINEZ,SANS SALARIE,0,6 AVENUE BONAPARTE,26700,PIERRELATTE
27595769,7010Z,COOK CONNECTION,,SANS SALARIE,0,144 RUE DE L INDUSTRIE,74460,MARNAZ
11004101,7010Z,CASTORAMA FRANCE,CASTORAMA,10 A 19 SALARIES,10,AVENUE LOUIS MOUILLARD,69500,BRON
28853319,7010Z,BOUCHERIE AMRI,,SANS SALARIE,0,22 RUE MARCELIN BERTHELOT,1000,BOURG EN BRESSE
18312075,7010Z,GTR VITROLLES,,20 A 49 SALARIES,20,40 AVENUE DE LA DEPORTATION,26100,ROMANS SUR ISERE
32213019,7010Z,ACTIVE FOOD CONCEPT,WAFFLE FACTORY,SANS SALARIE,0,15B VOIE ROMAINE,63670,ORCET
5641877,7010Z,PIERRE ROCLE,,20 A 49 SALARIES,49,10 BOULEVARD GARIBALDI,69170,TARARE
26953502,7010Z,VANCIAVENTURE,,SANS SALARIE,0,66 RUE CHATEAUBRIAND,69140,RILLIEUX LA PAPE
12457627,7010Z,SEVITECH,,3 A 5 SALARIES,3,51 ALLEE DES POMMIERS,73420,DRUMETTAZ CLARAFOND
14419665,7010Z,ITS,,1 OU 2 SALARIES,1,22B RUE DU DOCTEUR GUFFON,69170,TARARE
24298300,7010Z,JCELEC HYDRO STORE,,SANS SALARIE,0,14 RUE GILBERT RODDIER,63100,CLERMONT FERRAND
24891699,7010Z,JCM,,SANS SALARIE,0,225 ROUTE DE VERLIOZ,74350,CERNEX
5382762,7010Z,AUXINE LOGISTIC,,SANS SALARIE,0,300 RUE LOUIS RUSTIN,74160,ARCHAMPS
30178948,7010Z,JD CLERCUIR,,SANS SALARIE,0,25 RUE SAINT HEREM,63000,CLERMONT FERRAND
28853877,7010Z,FOOD FUN,,SANS SALARIE,0,4 RUE TONY TOLLET,69002,LYON
29853687,7010Z,VILLEURDIS LEADER PRICE,LEADER PRICE,SANS SALARIE,0,RUE LOUIS BECKER,69100,VILLEURBANNE
29525437,7010Z,BRASME,,SANS SALARIE,0,1 PLACE CLODOMIR,38510,VEZERONCE CURTIN
2939498,7010Z,LA CABANE,,,0,ROUTE DU COULET,38750,HUEZ
22094198,7010Z,HOTEL BEL HORIZON,,SANS SALARIE,0,68 RUE DES ECOLES,73230,ST ALBAN LEYSSE
2824635,7010Z,RADIO VAL DE REINS,RADIO VAL DE REINS,3 A 5 SALARIES,3,45 RUE THIMONNIER,69550,AMPLEPUIS
30677189,7010Z,DESSINE MOI UN DOUDOU,,SANS SALARIE,0,2 RUE GEORGES CHARPAK,26540,MOURS ST EUSEBE
32739019,7010Z,LE DELTA,,SANS SALARIE,0,18 RUE MARECHAL FOCH,3200,VICHY
19550579,7010Z,CQFD,HAPPY FRIEND FAMILY,3 A 5 SALARIES,3,29 RUE DU BOEUF,69005,LYON
30254976,7010Z,SAS JDN,,SANS SALARIE,0,ZONE D ACTIVITE DU PARC GIRAUD,42130,BOEN SUR LIGNON
32537842,7010Z,FOUQUET LA TANIA,,SANS SALARIE,0,ROUTE DE LA TANIA,73120,COURCHEVEL
26558180,7010Z,RESTAURANT LES DEUX CRIQUETS,,6 A 9 SALARIES,0,169 ROUTE DE LA BOUVERIE,74110,MONTRIOND
27785446,7010Z,J AND J 2,,3 A 5 SALARIES,3,92 COURS DOCTEUR LONG,69003,LYON
29436364,7010Z,LE CASTEL NICOIS,,SANS SALARIE,0,IMPASSE CHAMPBONIN,26330,CHATEAUNEUF DE GALAURE
4209425,7010Z,HUTTOPIA,HUTTOPIA SA,20 A 49 SALARIES,20,RUE DE CHAPOLY,69290,ST GENIS LES OLLIERES
3480022,7010Z,ATELIERS D'ENGRENAGES DE PRECISION - A,ATELIERS D'ENGRENAGES DE PRECISION - A,10 A 19 SALARIES,10,23 AVENUE DE L INDUSTRIE,69960,CORBAS
19377993,7010Z,LUNIC,,3 A 5 SALARIES,3,90 AVENUE LANESSAN,69410,CHAMPAGNE AU MONT D OR
14138133,7010Z,JLO CONSULTANT,,SANS SALARIE,0,167 RUE DU MAYOUSSARD,38430,MOIRANS
28362738,7010Z,DUCLAUX CHAPE RHONE ALPES,,SANS SALARIE,0,195 AVENUE FRANCIS DE PRESSENSE,69200,VENISSIEUX
22983678,7010Z,NEUVILLE DES 5 SENS,,SANS SALARIE,0,25 AVENUE DU PARC,69250,NEUVILLE SUR SAONE
20974611,7010Z,AXALTIS,,1 OU 2 SALARIES,1,50 RUE ERNEST RENAN,69120,VAULX EN VELIN
24942085,7010Z,VITAL'EAU,,1 OU 2 SALARIES,1,3 RUE DU GRAND VEYMOND,38130,ECHIROLLES
30453855,7010Z,ANIMAL'S PUB,,SANS SALARIE,0,9 RUE DE NANCY,3200,VICHY
25357756,7010Z,C J'Y AIME,,SANS SALARIE,0,LIEU DIT BALLENTRAND,74150,BLOYE
27854636,7010Z,CAROTTES,CARREFOUR MONTAGNE,SANS SALARIE,0,RUE DE LA MOURIA,73120,COURCHEVEL
32432385,7010Z,MARCO POLO,,SANS SALARIE,0,10 PLACE DES GODELONS,42110,ST BARTHELEMY LESTRA
31466790,7010Z,JM S BAR,,SANS SALARIE,0,82 CHEMIN DES MOUILLES,74550,PERRIGNIER
22510152,7010Z,EOKO,,SANS SALARIE,0,32 RUE DE LA THIBAUDIERE,69007,LYON
11762367,7010Z,ABIESSENCES,,10 A 19 SALARIES,10,LIEU DIT MONTGENEST,42600,VERRIERES EN FOREZ
11972540,7010Z,GAM INVEST,,3 A 5 SALARIES,3,36B RUE DES 20 TOISES,38950,ST MARTIN LE VINOUX
5906754,7010Z,CGP AUVERGNE,CGP AUVERGNE FLEXIBLE INNOVATION,SANS SALARIE,0,AVENUE DE LA GARE,63270,PARENT
27742318,7010Z,JOHANN EQUIPEMENT,,SANS SALARIE,0,CHARMY L ADROIT,74360,ABONDANCE
29606558,7010Z,FROMAGES ET VINS D ICI,,,0,5 PLACE DU CRETET,74300,CLUSES
29771479,7010Z,JDF INVEST,,SANS SALARIE,0,LIEU DIT LES 4 ROUTES,42340,VEAUCHE
24175758,7010Z,JS FITNESS,,SANS SALARIE,0,8 RUE DE LA BOURSE,69002,LYON
11324378,7010Z,PAOW DE PLOBLEM,,SANS SALARIE,0,1 PLACE JULES FERRY,69006,LYON
24208446,7010Z,KOUISENA-GRANGE,,20 A 49 SALARIES,20,ROUTE ALBERT GACON,73550,LES ALLUES
27086045,7010Z,SWISS HOME S WOOD SARL,,SANS SALARIE,0,DU VOIRDGERAT,BURE,SUISSE
32770632,7010Z,GIRAUD,,SANS SALARIE,0,RUE DU MARCHE,7140,LES VANS
25425237,7010Z,FOR A JUST PERFECT EVENTS,ESPACE SAINT GERMAIN,1 OU 2 SALARIES,0,30 AVENUE GENERAL LECLERC,38200,VIENNE
30669460,7010Z,PRO - G2,PRO - G2,SANS SALARIE,0,140 ALLEE DES GELINOTTES,74300,CLUSES
8254336,7010Z,VALORITY RHONE ALPES,VALORITY,SANS SALARIE,0,94 QUAI CHARLES DE GAULLE,69006,LYON
19400337,7010Z,JS AUTO,,3 A 5 SALARIES,3,68 AVENUE AMBROISE CROIZAT,3410,DOMERAT
22313778,7010Z,IMPRIMERIE TIXIER,,1 OU 2 SALARIES,1,884 RUE DES MERCIERES,69140,RILLIEUX LA PAPE
21868809,7010Z,JL S EQUITY,,3 A 5 SALARIES,3,10 ALLEE DES ENTREPRENEURS,26700,PIERRELATTE
11097075,7010Z,AGATOINE,,SANS SALARIE,0,126 RUE SAINT MAURICE,74800,ST PIERRE EN FAUCIGNY
28548130,7010Z,WELLINGTON SANDWICH CLUB,wellington sandwich club,SANS SALARIE,0,12 LIEU DIT LE PETIT MALNOT,3230,CHEZY
2927504,7010Z,LCD,,SANS SALARIE,0,13 RUE LAMARTINE,26100,ROMANS SUR ISERE
32727528,7010Z,BEDEL   KONAN,,,0,,73320,TIGNES
24301035,7010Z,EWING,,SANS SALARIE,0,101 ROUTE DE SAINT NIZIER,38170,SEYSSINET PARISET
2789440,7010Z,SOELIS,SOELIS,SANS SALARIE,0,76 AVENUE DE MARBOZ,1000,BOURG EN BRESSE
17741080,7010Z,CERETRANS,,SANS SALARIE,0,76 AVENUE DE MARBOZ,1000,BOURG EN BRESSE
27279827,7010Z,MAEMAT,,SANS SALARIE,0,1082 ROUTE DE CHEZ JOLLIET,74160,FEIGERES
32417060,7010Z,L EPI D OR,,SANS SALARIE,0,4 RUE GAMBETTA,42500,LE CHAMBON FEUGEROLLES
24440291,7010Z,LA MAISON CHAMPIGNON,,3 A 5 SALARIES,3,52 CHEMIN DE MONTJOINT,42800,RIVE DE GIER
25464368,7010Z,ASTIC'NET SERVICE,,3 A 5 SALARIES,3,4 RUE DES NOYERS,3800,BIOZAT
26399069,7010Z,TETIK II,,1 OU 2 SALARIES,1,AVENUE JACQUES PREVERT,38550,LE PEAGE DE ROUSSILLON
24878638,7010Z,KLOPE'ONE,KLOPE'ONE,SANS SALARIE,0,27 RUE DENIS PAPIN,38800,LE PONT DE CLAIX
10516444,7010Z,VILLE GESTION,,10 A 19 SALARIES,10,RTE DE SAINT SYMPHORIEN,69850,ST MARTIN EN HAUT
27793178,7010Z,SAPHIL,,1 OU 2 SALARIES,0,QUARTIER LA CROIX DES REYMONDS,26220,DIEULEFIT
5864418,7010Z,SOC DES ETS VERDANNET,VERDANNET,20 A 49 SALARIES,20,28 AVENUE DU PARMELAN,74000,ANNECY
5114676,7010Z,PROVALT SAVOIE,MONNARD SAVOIE,SANS SALARIE,0,28 AVENUE DU PARMELAN,74000,ANNECY
1873448,7010Z,LOR SAS,,20 A 49 SALARIES,0,7 RUE CHARLES PIOT,38320,EYBENS
26733396,7010Z,CEBATEC,CEBATEC,SANS SALARIE,0,47 MONTEE DU MOULIN,1480,FAREINS
1737852,7010Z,TGC,TRANSPORTS GEORGES CHENAUX (T.G.C.),50 A 99 SALARIES,0,ZONE ARTISANALE,1340,ATTIGNAT
27244987,7010Z,LA BOUQUETIERE,,SANS SALARIE,0,25 RUE DU LIEUTENANT COLONEL BEL,38460,CREMIEU
17484088,7010Z,LA COUR DES LYS,,SANS SALARIE,0,12 RUE DE LA LIBERTE,69330,JONAGE
31862618,7010Z,LE COMPTOIR DES CARNIVORES,LA MAISON B,SANS SALARIE,0,190 RUE DES PINSONS,69140,RILLIEUX LA PAPE
30241299,7010Z,BMVR,,SANS SALARIE,0,15 ROUTE NATIONALE 7,26740,LA COUCOURDE
30324755,7010Z,Girard,la boulangerie des d�lices,SANS SALARIE,0,736 ROUTE D ALBERTVILLE,74320,SEVRIER
28042498,7010Z,LA BOUSSOLE,,SANS SALARIE,0,17 AVENUE DU GRAND PORT,73100,AIX LES BAINS
22096796,7010Z,LA BULLE GRENOBLOISE,,SANS SALARIE,0,42 ROUTE DE GRENOBLE,38160,ST SAUVEUR
17367425,7010Z,LES MOULINAGES DE RIOTORD,TEXTILES HENRI LACROIX,SANS SALARIE,0,LIEU DIT LA COMBIERE,42460,COUTOUVRE
28861064,7010Z,ARTEMISIA,,SANS SALARIE,0,5 PLACE D ARMEVILLE,42220,BOURG ARGENTAL
28594021,7010Z,AU FOURNIL DU 6EME,,1 OU 2 SALARIES,0,8 RUE TRONCHET,69006,LYON
27771628,7010Z,IBI DREAM,,SANS SALARIE,0,30 RUE DE PARIS,3000,MOULINS
21509385,7010Z,LAFFIN SERRURERIE,,1 OU 2 SALARIES,1,6 ALLEE DES GRIVES,74600,ANNECY
19256623,7010Z,KORU,LA FOURCHETTE DE L EGLISE,1 OU 2 SALARIES,0,4 CHEMIN DES CHAVANNES,74500,EVIAN LES BAINS
11282015,7010Z,CEPEDA RESTAURATION,,SANS SALARIE,0,10 BOULEVARD JEAN MOULIN,63118,CEBAZAT
27110298,7010Z,S.A.R.L BABY LIVES,BABY LIVES,SANS SALARIE,0,23 RUE JULES CAMBON,69008,LYON
25611998,7010Z,LA MAISON DU PAIN,,3 A 5 SALARIES,3,4 AVENUE GAMBETTA,69450,ST CYR AU MONT D OR
27221952,7010Z,LA MARMOTTE GOURMANDE,,SANS SALARIE,0,2 CHE DE L OBSERVATOIRE,73100,TRESSERVE
22213183,7010Z,MADISAN,L'ANTIGEL,6 A 9 SALARIES,6,LA ROSIERE 1850,73700,MONTVALEZAN
27482264,7010Z,LA PALETTE DES SAVEURS,,3 A 5 SALARIES,0,46T RUE DES BARDINES,63370,LEMPDES
26359735,7010Z,PANIK,LA PARENTHIEZE,1 OU 2 SALARIES,0,1 RUE DES URSULES,74200,THONON LES BAINS
4211336,7010Z,LA TANIERE,,1 OU 2 SALARIES,1,CHALET BLANCHE NEIGE,73150,VAL D ISERE
24767322,7010Z,MAM,,3 A 5 SALARIES,3,56 RUE DU STAND,1000,BOURG EN BRESSE
27496060,7010Z,R & K,LARD et la MANIERE,SANS SALARIE,3,6 RUE DES MINIMES,63000,CLERMONT FERRAND
18971495,7010Z,SARTRE,La R�galade,6 A 9 SALARIES,6,9 RUE NESTOR PERRET,63000,CLERMONT FERRAND
31647492,7010Z,L ARROSOIR,L ARROSOIR,SANS SALARIE,0,99 AVENUE DES CELESTINS,3200,VICHY
19793055,7010Z,DEVRE ISMET BAYRAM,,SANS SALARIE,0,15 RUE BERNARD PALISSY,42160,ANDREZIEUX BOUTHEON
29022998,7010Z,NAGO,L'ARTISAN,SANS SALARIE,0,1 PLACE DU DOCTEUR DARTEYRE,63450,ST AMANT TALLENDE
28334390,7010Z,MATALEX,la source,SANS SALARIE,1,2 RUE FRANCOIS MAYNARD,15000,AURILLAC
28928534,7010Z,LCOPS,Auberge Le Saint Vincent,SANS SALARIE,0,LE GAZ,73190,APREMONT
25299248,7010Z,ROMAGNAT 2014,,3 A 5 SALARIES,3,BOULEVARD GEORGES COUTHON,63540,ROMAGNAT
25297525,7010Z,WELLNESS VAP,,SANS SALARIE,0,54 RUE JEAN MOULIN,42300,ROANNE
25647664,7010Z,IPAZIO,,SANS SALARIE,0,465 RUE DE LA LIBERTE,1480,JASSANS RIOTTIER
12691964,7010Z,COMPAGNIE MAGUY MARIN,,SANS SALARIE,0,37 RUE ELIE ROCHETTE,69007,LYON
1296915,7010Z,SOCIETE D'EXPLOITATION PROVENCIA,GROUPE PROVENCIA **,50 A 99 SALARIES,50,1 RUE DE VENETIE,74940,ANNECY
19174725,7010Z,LJML,,6 A 9 SALARIES,6,481 GRANDE RUE,1340,ATTIGNAT
28526504,7010Z,A M S DISTRIB,CARREFOUR MARKET,20 A 49 SALARIES,0,IMPASSE DE LA CROISETTE,7200,AUBENAS
8035524,7010Z,AGCE SECURITE PROTECTION PRIVEE,aspp,SANS SALARIE,0,80 LE GABROT,1250,BOHAS MEYRIAT RIGNAT
26390677,7010Z,CLELOMA 2,JEAN CLAUDE AUBRY,SANS SALARIE,0,165 NATIONALE,38150,SALAISE SUR SANNE
24914012,7010Z,WOK ET GRILL,,SANS SALARIE,0,4 RUE DES TEPPES,74100,VETRAZ MONTHOUX
27097086,7010Z,BRL LA VERPILLIERE,,SANS SALARIE,0,PLACE DOCTEUR OGIER,38290,LA VERPILLIERE
28587000,7010Z,SALAISONS DES MOLETONS,,SANS SALARIE,0,ZONE ARTISANALE DES MOLLETONS,43120,MONISTROL SUR LOIRE
32722567,7010Z,JOTOM,,SANS SALARIE,0,CENTRE COMMERCIAL LE VALAISAN 2,73700,MONTVALEZAN
16969439,7010Z,Les Charcutiers Savoyards   LCS,,SANS SALARIE,0,PLACE ALBERT SERRAZ,73800,MONTMELIAN
21840476,7010Z,SODI SUD,,20 A 49 SALARIES,20,6 RUE DU 35E REGIMENT D AVIATION,69500,BRON
30963533,7010Z,JV INVEST,,,0,7 AVENUE BARTHELEMY THIMONNIER,69300,CALUIRE ET CUIRE
24333665,7010Z,JJFP,LE BISTROT DE MONTCHAT,3 A 5 SALARIES,3,72 COURS DOCTEUR LONG,69003,LYON
32828529,7010Z,LE BSM,,,0,253 AVENUE DU STADE,73700,BOURG ST MAURICE
29282681,7010Z,LE CAMELEON,,SANS SALARIE,0,55 AVENUE GEORGES CLEMENCEAU,26400,CREST
25283653,7010Z,LODGENVERCORS,,3 A 5 SALARIES,3,621 AVENUE LEOPOLD FABRE,38250,LANS EN VERCORS
20702572,7010Z,GALY CHALET DU MINI GOLF,CHALET DU MINI GOLF,3 A 5 SALARIES,3,PARC THERMAL,73190,CHALLES LES EAUX
27894311,7010Z,CHAM S,,SANS SALARIE,0,LD ld  lieu dit le bourg,69930,ST LAURENT DE CHAMOUSSET
13859098,7010Z,BISTROT DU COIN,BISTROT DU COIN,SANS SALARIE,0,LE COIN,73590,NOTRE DAME DE BELLECOMBE
26850834,7010Z,CAFE DE LA GARE,LE PUB,3 A 5 SALARIES,3,32 CENTRE COMMERCIAL LE,73260,LES AVANCHERS VALMOREL
26766056,7010Z,AU THYM,,1 OU 2 SALARIES,1,PLACE JEAN VINAY,38470,L ALBENC
26678298,7010Z,BRASSERIE LE GLOBE,,SANS SALARIE,0,RUE JULES VERNE,42530,ST GENEST LERPT
19593346,7010Z,LE MOULIN DES PETITES MAINS,,3 A 5 SALARIES,3,10T AVENUE JEAN JAURES,63130,ROYAT
19199820,7010Z,L ENSAIGNES DES MOTS,,SANS SALARIE,0,10 PLACE DE L EGLISE,15240,SAIGNES
27190576,7010Z,LE PARE FAIM,,SANS SALARIE,0,6 RUE CENTRALE,69360,COMMUNAY
11038856,7010Z,DPM,LE PETRIN,SANS SALARIE,0,216 IMPASSE DU BOIS DES CRETS,1250,MONTAGNAT
22534490,7010Z,LE PIQU'EN BRESSE,LE PIQU'EN BRESSE,1 OU 2 SALARIES,1,2 RUE DES FONTANETTES,1000,BOURG EN BRESSE
25447237,7010Z,LE P'TI MITRON,,6 A 9 SALARIES,6,18 RUE DES GOURS,63320,CHIDRAC
